,movieId,title,genres,tag,top_5_tags
197,914,My Fair Lady (1964),"Comedy, Drama, Musical, Romance","[('George Bernard Shaw', 1)]",George Bernard Shaw
198,915,Sabrina (1954),"Comedy, Romance","[('rich guy - poor girl', 1)]",rich guy - poor girl
199,916,Roman Holiday (1953),"Comedy, Drama, Romance","[('Italy', 1), ('royalty', 1)]","Italy, royalty"
200,918,Meet Me in St. Louis (1944),Musical,"[('1900s', 1)]",1900s
201,919,The Wizard of Oz (1939),"Adventure, Children, Fantasy, Musical","[('Dorothy', 1), ('Toto', 1)]","Dorothy, Toto"
202,920,Gone with the Wind (1939),"Drama, Romance, War","[('Civil War', 1)]",Civil War
203,921,My Favorite Year (1982),Comedy,"[('television', 1)]",television
204,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),"Drama, Film-Noir, Romance","[('movies', 1), ('eerie', 1), ('movie business', 1)]","movies, eerie, movie business"
205,923,Citizen Kane (1941),"Drama, Mystery","[('Rosebud', 1)]",Rosebud
206,924,2001: A Space Odyssey (1968),"Adventure, Drama, Sci-Fi","[('space', 2), ('Hal', 1), ('aliens', 1), ('apes', 1), ('Arthur C. Clarke', 1), ('artificial intelligence', 1), ('atmospheric', 1), ('cinematography', 1), ('classic', 1), ('computer', 1), ('confusing ending', 1), ('cult film', 1), ('Dull', 1), ('future', 1), ('futuristic', 1), ('imdb top 250', 1), ('masterpiece', 1), ('meditative', 1), ('music', 1), ('mystery', 1), ('Oscar (Best Effects - Visual Effects)', 1), ('overrated', 1), ('philosophical', 1), ('relaxing', 1), ('revolutionary', 1), ('robots', 1), ('sci-fi', 1), ('setting:space/space ship', 1), ('slow', 1), ('slow paced', 1), ('soundtrack', 1), ('space travel', 1), ('spacecraft', 1), ('Stanley Kubrick', 1), ('superb soundtrack', 1), ('surreal', 1), ('technology', 1), ('tedious', 1), ('visual', 1), ('visually appealing', 1)]","space, Hal, aliens, apes, Arthur C. Clarke"
207,926,All About Eve (1950),Drama,"[('Hollywood', 1)]",Hollywood
208,927,The Women (1939),Comedy,"[('divorce', 1)]",divorce
209,928,Rebecca (1940),"Drama, Mystery, Romance, Thriller","[('Mrs. DeWinter', 1)]",Mrs. DeWinter
210,929,Foreign Correspondent (1940),"Drama, Film-Noir, Mystery, Thriller","[('Europe', 1), ('journalism', 1), ('war', 1)]","Europe, journalism, war"
211,930,Notorious (1946),"Film-Noir, Romance, Thriller","[('assassination', 1)]",assassination
212,931,Spellbound (1945),"Mystery, Romance, Thriller","[('amnesia', 1)]",amnesia
213,934,Father of the Bride (1950),Comedy,"[('wedding', 1)]",wedding
214,936,Ninotchka (1939),"Comedy, Romance","[('Cold War', 1), ('Russia', 1)]","Cold War, Russia"
215,938,Gigi (1958),Musical,"[('prostitution', 1)]",prostitution
216,940,The Adventures of Robin Hood (1938),"Action, Adventure, Romance","[('swashbuckler', 1)]",swashbuckler
217,941,The Mark of Zorro (1940),Adventure,"[('swashbuckler', 1)]",swashbuckler
218,943,The Ghost and Mrs. Muir (1947),"Drama, Fantasy, Romance","[('ghosts', 1)]",ghosts
219,944,Lost Horizon (1937),Drama,"[('Shangri-La', 1)]",Shangri-La
220,945,Top Hat (1935),"Comedy, Musical, Romance","[('Astaire and Rogers', 1)]",Astaire and Rogers
221,947,My Man Godfrey (1936),"Comedy, Romance","[('butler', 1), ('homeless', 1), ('screwball', 1)]","butler, homeless, screwball"
222,948,Giant (1956),"Drama, Romance, Western","[('oil', 1)]",oil
223,950,The Thin Man (1934),"Comedy, Crime","[('Nick and Nora Charles', 1)]",Nick and Nora Charles
224,951,His Girl Friday (1940),"Comedy, Romance","[('Screwball', 1)]",Screwball
225,952,Around the World in 80 Days (1956),"Adventure, Comedy","[('race', 1)]",race
226,953,It's a Wonderful Life (1946),"Children, Drama, Fantasy, Romance","[('Christmas', 1)]",Christmas
227,954,Mr. Smith Goes to Washington (1939),Drama,"[('Politics', 1)]",Politics
228,955,Bringing Up Baby (1938),"Comedy, Romance","[('leopard', 1), ('screwball', 1)]","leopard, screwball"
229,956,Penny Serenade (1941),"Drama, Romance","[('adoption', 1)]",adoption
230,965,The 39 Steps (1935),"Drama, Mystery, Thriller","[('fugitive', 1)]",fugitive
231,968,Night of the Living Dead (1968),"Horror, Sci-Fi, Thriller","[('zombies', 1)]",zombies
232,969,The African Queen (1951),"Adventure, Comedy, Romance, War","[('missionary', 1)]",missionary
233,970,Beat the Devil (1953),"Adventure, Comedy, Crime, Drama, Romance","[('crime', 1)]",crime
234,971,Cat on a Hot Tin Roof (1958),Drama,"[('Tennessee Williams', 1)]",Tennessee Williams
235,973,Meet John Doe (1941),"Comedy, Drama","[('journalism', 1)]",journalism
236,976,"Farewell to Arms, A (1932)","Romance, War","[('Hemingway', 1)]",Hemingway
237,986,Fly Away Home (1996),"Adventure, Children","[('Animal movie', 1)]",Animal movie
238,991,Michael Collins (1996),Drama,"[('Ireland', 1)]",Ireland
239,994,Big Night (1996),"Comedy, Drama","[('food', 1)]",food
240,1006,The Chamber (1996),Drama,"[('death penalty', 1), ('John Grisham', 1)]","death penalty, John Grisham"
241,1010,The Love Bug (1969),"Children, Comedy","[('Disney', 1), ('race', 1)]","Disney, race"
242,1013,The Parent Trap (1961),"Children, Comedy, Romance","[('twins', 1)]",twins
243,1022,Cinderella (1950),"Animation, Children, Fantasy, Musical, Romance","[('Disney', 1)]",Disney
244,1025,The Sword in the Stone (1963),"Animation, Children, Fantasy, Musical","[('Disney', 1), ('King Arthur', 1)]","Disney, King Arthur"
245,1028,Mary Poppins (1964),"Children, Comedy, Fantasy, Musical","[('Disney', 1), ('nanny', 1)]","Disney, nanny"
246,1029,Dumbo (1941),"Animation, Children, Drama, Musical","[('Disney', 1)]",Disney
247,1030,Pete's Dragon (1977),"Adventure, Animation, Children, Musical","[('Disney', 1)]",Disney
248,1032,Alice in Wonderland (1951),"Adventure, Animation, Children, Fantasy, Musical","[('Disney', 1)]",Disney
249,1033,The Fox and the Hound (1981),"Animation, Children, Drama","[('Disney', 1)]",Disney
250,1035,The Sound of Music (1965),"Musical, Romance","[('Rogers and Hammerstein', 1)]",Rogers and Hammerstein
251,1041,Secrets & Lies (1996),Drama,"[('In Netflix queue', 1)]",In Netflix queue
252,1042,That Thing You Do! (1996),"Comedy, Drama","[('Music', 1)]",Music
253,1059,William Shakespeare's Romeo + Juliet (1996),"Drama, Romance","[('Amazing Cinematography', 1), ('Leonardo DiCaprio', 1), ('shakespeare', 1), ('updated classics', 1), ('Shakespeare', 1)]","Amazing Cinematography, Leonardo DiCaprio, shakespeare, updated classics, Shakespeare"
254,1066,Shall We Dance (1937),"Comedy, Musical, Romance","[('Astaire and Rogers', 1)]",Astaire and Rogers
255,1068,Crossfire (1947),"Crime, Film-Noir","[('anti-Semitism', 1)]",anti-Semitism
256,1076,The Innocents (1961),"Drama, Horror, Thriller","[('governess', 1)]",governess
257,1079,"Fish Called Wanda, A (1988)","Comedy, Crime","[('fish', 1)]",fish
258,1080,Monty Python's Life of Brian (1979),Comedy,"[('Bible', 1), ('parody', 1), ('religion', 1)]","Bible, parody, religion"
259,1081,Victor/Victoria (1982),"Comedy, Musical, Romance","[('cross dressing', 1)]",cross dressing
260,1082,The Candidate (1972),Drama,"[('politics', 1)]",politics
261,1084,Bonnie and Clyde (1967),"Crime, Drama","[('1920s', 1), ('gangsters', 1)]","1920s, gangsters"
262,1088,Dirty Dancing (1987),"Drama, Musical, Romance","[('dance', 1), ('music', 1)]","dance, music"
263,1089,Reservoir Dogs (1992),"Crime, Mystery, Thriller","[('Quentin Tarantino', 2), ('ensemble cast', 1), ('nonlinear', 1), ('stylized', 1), ('heist', 1), ('violence', 1), ('humorous', 1), ('neo-noir', 1), ('religion', 1), ('Tarantino', 1)]","Quentin Tarantino, ensemble cast, nonlinear, stylized, heist"
264,1090,Platoon (1986),"Drama, War","[('Vietnam', 1)]",Vietnam
265,1093,The Doors (1991),Drama,"[('1960s', 1), ('Jim Morrison', 1), ('music', 1)]","1960s, Jim Morrison, music"
266,1096,Sophie's Choice (1982),Drama,"[('Holocaust', 1)]",Holocaust
267,1097,E.T. the Extra-Terrestrial (1982),"Children, Drama, Sci-Fi","[('aliens', 1)]",aliens
268,1101,Top Gun (1986),"Action, Romance","[('predictable', 1), ('Navy', 1)]","predictable, Navy"
269,1103,Rebel Without a Cause (1955),Drama,"[('1950s', 1), ('adolescence', 1)]","1950s, adolescence"
270,1104,"Streetcar Named Desire, A (1951)",Drama,"[('Tennessee Williams', 1)]",Tennessee Williams
271,1120,The People vs. Larry Flynt (1996),"Comedy, Drama","[('freedom of expression', 1)]",freedom of expression
272,1124,On Golden Pond (1981),Drama,"[('aging', 1)]",aging
273,1125,The Return of the Pink Panther (1975),"Comedy, Crime","[('Clousseau', 1)]",Clousseau
274,1135,Private Benjamin (1980),Comedy,"[('military', 1)]",military
275,1136,Monty Python and the Holy Grail (1975),"Adventure, Comedy, Fantasy","[('british comedy', 1), ('Monty Python', 1), ('England', 1), ('King Arthur', 1)]","british comedy, Monty Python, England, King Arthur"
276,1147,When We Were Kings (1996),Documentary,"[('boxing', 1), ('In Netflix queue', 1)]","boxing, In Netflix queue"
277,1148,Wallace & Gromit: The Wrong Trousers (1993),"Animation, Children, Comedy, Crime","[('Aardman', 1)]",Aardman
278,1171,Bob Roberts (1992),Comedy,"[('politics', 1)]",politics
279,1177,Enchanted April (1992),"Drama, Romance","[('Italy', 1)]",Italy
280,1178,Paths of Glory (1957),"Drama, War","[('court', 1), ('military', 1)]","court, military"
281,1179,The Grifters (1990),"Crime, Drama, Film-Noir","[('crime', 1)]",crime
282,1183,The English Patient (1996),"Drama, Romance, War","[('adultery', 1)]",adultery
283,1185,My Left Foot (1989),Drama,"[('In Netflix queue', 1)]",In Netflix queue
284,1187,Passion Fish (1992),Drama,"[('disability', 1)]",disability
285,1188,Strictly Ballroom (1992),"Comedy, Romance","[('Australia', 1), ('dance', 1)]","Australia, dance"
286,1189,The Thin Blue Line (1988),Documentary,"[('In Netflix queue', 1), ('police', 1)]","In Netflix queue, police"
287,1193,One Flew Over the Cuckoo's Nest (1975),Drama,"[('emotional', 1), ('jack nicholson', 1), ('mental illness', 1)]","emotional, jack nicholson, mental illness"
288,1196,Star Wars: Episode V - The Empire Strikes Back (1980),"Action, Adventure, Sci-Fi","[('I am your father', 1), ('space', 1), ('space opera', 1), ('classic', 1), ('George Lucas', 1), ('Harrison Ford', 1), ('music', 1), ('original plot', 1), ('sci-fi', 1), ('sequel', 1)]","I am your father, space, space opera, classic, George Lucas"
289,1197,The Princess Bride (1987),"Action, Adventure, Comedy, Fantasy, Romance","[('Inigo Montoya', 1), ('six-fingered man', 1)]","Inigo Montoya, six-fingered man"
290,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Action, Adventure","[('archaeology', 2), ('indiana jones', 2), ('adventure', 1), ('Steven Spielberg', 1), ('treasure hunt', 1), ('ark of the covenant', 1)]","archaeology, indiana jones, adventure, Steven Spielberg, treasure hunt"
291,1200,Aliens (1986),"Action, Adventure, Horror, Sci-Fi","[('space', 2), ('action', 1), ('aliens', 1), ('horror', 1), ('sci-fi', 1), ('space craft', 1), ('SPACE TRAVEL', 1), ('suspense', 1)]","space, action, aliens, horror, sci-fi"
292,1201,"The Good, the Bad and the Ugly (Buono, il brutto, il cattivo, Il) (1966)","Action, Adventure, Western","[('spaghetti western', 1)]",spaghetti western
293,1203,12 Angry Men (1957),Drama,"[('court', 1), ('claustrophobic', 1), ('confrontational', 1), ('earnest', 1), ('good dialogue', 1), ('great screenplay', 1), ('gritty', 1), ('Motivational', 1), ('thought-provoking', 1)]","court, claustrophobic, confrontational, earnest, good dialogue"
294,1204,Lawrence of Arabia (1962),"Adventure, Drama, War","[('Middle East', 1)]",Middle East
295,1206,"Clockwork Orange, A (1971)","Crime, Drama, Sci-Fi, Thriller","[('brainwashing', 1)]",brainwashing
296,1207,To Kill a Mockingbird (1962),Drama,"[('Harper Lee', 1), ('racism', 1)]","Harper Lee, racism"
297,1208,Apocalypse Now (1979),"Action, Drama, War","[('Vietnam', 1)]",Vietnam
298,1209,Once Upon a Time in the West (C'era una volta il West) (1968),"Action, Drama, Western","[('spaghetti western', 1)]",spaghetti western
299,1210,Star Wars: Episode VI - Return of the Jedi (1983),"Action, Adventure, Sci-Fi","[('darth vader', 1), ('luke skywalker', 1), ('space opera', 1)]","darth vader, luke skywalker, space opera"
300,1212,The Third Man (1949),"Film-Noir, Mystery, Thriller","[('ferris wheel', 1), ('Venice', 1), ('zither', 1)]","ferris wheel, Venice, zither"
301,1213,Goodfellas (1990),"Crime, Drama","[('Mafia', 1)]",Mafia
302,1214,Alien (1979),"Horror, Sci-Fi","[('aliens', 1)]",aliens
303,1217,Ran (1985),"Drama, War","[('samurai', 1)]",samurai
304,1219,Psycho (1960),"Crime, Horror","[('Alfred Hitchcock', 2), ('psychology', 1), ('suspenseful', 1), ('tense', 1), ('Norman Bates', 1), ('black and white', 1), ('imdb top 250', 1), ('remade', 1)]","Alfred Hitchcock, psychology, suspenseful, tense, Norman Bates"
305,1220,The Blues Brothers (1980),"Action, Comedy, Musical","[('Saturday Night Live', 1)]",Saturday Night Live
306,1221,The Godfather: Part II (1974),"Crime, Drama","[('Mafia', 2), ('Al Pacino', 1)]","Mafia, Al Pacino"
307,1222,Full Metal Jacket (1987),"Drama, War","[('Vietnam', 1), ('anti-war', 1)]","Vietnam, anti-war"
308,1223,"Grand Day Out with Wallace and Gromit, A (1989)","Adventure, Animation, Children, Comedy, Sci-Fi","[('moon', 1)]",moon
309,1224,Henry V (1989),"Action, Drama, Romance, War","[('Shakespeare', 1)]",Shakespeare
310,1225,Amadeus (1984),Drama,"[('Mozart', 1), ('Salieri', 1)]","Mozart, Salieri"
311,1228,Raging Bull (1980),Drama,"[('boxing', 1)]",boxing
312,1230,Annie Hall (1977),"Comedy, Romance","[('New York', 1)]",New York
313,1231,The Right Stuff (1983),Drama,"[('NASA', 1), ('space', 1)]","NASA, space"
314,1233,"The Boot, Das (Boat) (1981)","Action, Drama, War","[('submarine', 1)]",submarine
315,1234,The Sting (1973),"Comedy, Crime","[('The Entertainer', 1)]",The Entertainer
316,1235,Harold and Maude (1971),"Comedy, Drama, Romance","[('May-December romance', 1)]",May-December romance
317,1237,"The Seventh Seal (Sjunde inseglet, Det) (1957)",Drama,"[('chess', 1), ('death', 1), ('atmospheric', 1), ('cerebral', 1), ('existentialism', 1), ('philosophical', 1), ('reflective', 1)]","chess, death, atmospheric, cerebral, existentialism"
318,1240,The Terminator (1984),"Action, Sci-Fi, Thriller","[('robots', 2), ('Action', 1), ('artificial intelligence', 1), ('Sci-Fi', 1), ('special effects', 1), ('tense', 1), ('time travel', 1)]","robots, Action, artificial intelligence, Sci-Fi, special effects"
319,1242,Glory (1989),"Drama, War","[('Civil War', 1)]",Civil War
320,1243,Rosencrantz and Guildenstern Are Dead (1990),"Comedy, Drama","[('Shakespeare sort of', 1)]",Shakespeare sort of
321,1244,Manhattan (1979),"Comedy, Drama, Romance","[('black and white', 1)]",black and white
322,1245,Miller's Crossing (1990),"Crime, Drama, Film-Noir, Thriller","[('Mafia', 1)]",Mafia
323,1246,Dead Poets Society (1989),Drama,"[('highschool', 1), ('High School', 1)]","highschool, High School"
324,1247,The Graduate (1967),"Comedy, Drama, Romance","[('Simon and Garfunkel', 1)]",Simon and Garfunkel
325,1249,"Femme Nikita, La (Nikita) (1990)","Action, Crime, Romance, Thriller","[('hit men', 1)]",hit men
326,1250,The Bridge on the River Kwai (1957),"Adventure, Drama, War","[('POW', 1)]",POW
327,1252,Chinatown (1974),"Crime, Film-Noir, Mystery, Thriller","[('incest', 1)]",incest
328,1253,The Day the Earth Stood Still (1951),"Drama, Sci-Fi, Thriller","[('aliens', 1)]",aliens
329,1254,The Treasure of the Sierra Madre (1948),"Action, Adventure, Drama, Western","[('Cold', 1)]",Cold
330,1257,Better Off Dead... (1985),"Comedy, Romance","[('skiing', 1)]",skiing
331,1258,The Shining (1980),Horror,"[('atmospheric', 1), ('disturbing', 1), ('Horror', 1), ('jack nicholson', 1), ('masterpiece', 1), ('psychological', 1), ('Stanley Kubrick', 1), ('suspense', 1), ('Stephen King', 1)]","atmospheric, disturbing, Horror, jack nicholson, masterpiece"
332,1259,Stand by Me (1986),"Adventure, Drama","[('Stephen King', 1)]",Stephen King
333,1260,M (1931),"Crime, Film-Noir, Thriller","[('serial killer', 1), ('atmospheric', 1), ('chilly', 1), ('creepy', 1), ('menacing', 1), ('mental illness', 1), ('oninous', 1)]","serial killer, atmospheric, chilly, creepy, menacing"
334,1262,The Great Escape (1963),"Action, Adventure, Drama, War","[('POW', 1)]",POW
335,1263,The Deer Hunter (1978),"Drama, War","[('Vietnam', 1)]",Vietnam
336,1266,Unforgiven (1992),"Drama, Western","[('revenge', 1)]",revenge
337,1267,The Manchurian Candidate (1962),"Crime, Thriller, War","[('assassination', 1), ('brainwashing', 1)]","assassination, brainwashing"
338,1269,Arsenic and Old Lace (1944),"Comedy, Mystery, Thriller","[('murder', 1)]",murder
339,1270,Back to the Future (1985),"Adventure, Comedy, Sci-Fi","[('time travel', 1)]",time travel
340,1272,Patton (1970),"Drama, War","[('World War II', 1)]",World War II
341,1274,Akira (1988),"Action, Adventure, Animation, Sci-Fi","[('animation', 1), ('anime', 1), ('visually stunning', 1)]","animation, anime, visually stunning"
342,1276,Cool Hand Luke (1967),Drama,"[('prison', 1)]",prison
343,1277,Cyrano de Bergerac (1990),"Comedy, Drama, Romance","[('In Netflix queue', 1)]",In Netflix queue
344,1278,Young Frankenstein (1974),"Comedy, Fantasy","[('spoof', 1)]",spoof
345,1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,"[('In Netflix queue', 1)]",In Netflix queue
346,1281,The Great Dictator (1940),"Comedy, Drama, War","[('Nazis', 1)]",Nazis
347,1282,Fantasia (1940),"Animation, Children, Fantasy, Musical","[('Disney', 1)]",Disney
348,1283,High Noon (1952),"Drama, Western","[('gunfight', 1)]",gunfight
349,1284,The Big Sleep (1946),"Crime, Film-Noir, Mystery","[('Hammett', 1)]",Hammett
350,1285,Heathers (1989),Comedy,"[('high school', 1)]",high school
351,1288,This Is Spinal Tap (1984),Comedy,"[('music', 2), ('heavy metal', 1), ('mockumentary', 1)]","music, heavy metal, mockumentary"
352,1291,Indiana Jones and the Last Crusade (1989),"Action, Adventure","[('archaeology', 1), ('Holy Grail', 1)]","archaeology, Holy Grail"
353,1292,Being There (1979),"Comedy, Drama","[('television', 1)]",television
354,1293,Gandhi (1982),Drama,"[('India', 1)]",India
355,1296,"Room with a View, A (1986)","Drama, Romance","[('E. M. Forster', 1)]",E. M. Forster
356,1299,The Killing Fields (1984),"Drama, War","[('Cambodia', 1), ('Vietnam', 1)]","Cambodia, Vietnam"
